startTime,blockName,league,match_id,type,team_1_name,team_1_code,team_1_result,team_2_name,team_2_code,team_2_result,format,games
2024-03-09T16:00:00Z,Week 1,LEC,111997906552170246,normal,Team Vitality,VIT,1,Team Heretics,TH,0,bestOf_1,"[['111997906552170247', [{'parameter': 'JlLMX81CDNM'}, {'parameter': 'bHLFKdLCWYA'}]]]"
2024-03-09T17:00:00Z,Week 1,LEC,111997906552104652,normal,Fnatic,FNC,1,Rogue,RGE,0,bestOf_1,"[['111997906552104653', [{'parameter': 'u7u4P31NkHE'}, {'parameter': 'k790cCWI-jU'}]]]"
2024-03-09T18:00:00Z,Week 1,LEC,111997906552104656,normal,Team BDS,BDS,0,G2 Esports,G2,1,bestOf_1,"[['111997906552104657', [{'parameter': 'vA1IMdEsSCc'}, {'parameter': '-n_AWHR96_U'}]]]"
2024-03-09T19:00:00Z,Week 1,LEC,111997906552104672,normal,Karmine Corp,KC,1,GIANTX,GX,0,bestOf_1,"[['111997906552104673', [{'parameter': '6P57zZjg1Dg'}, {'parameter': 'fxigfNDnivk'}]]]"
2024-03-09T20:00:00Z,Week 1,LEC,111997906552170250,normal,MAD Lions KOI,MDK,1,SK Gaming,SK,0,bestOf_1,"[['111997906552170251', [{'parameter': 'qDNqLbi5qvw'}, {'parameter': 'WfJc26uY3ss'}]]]"
2024-03-10T16:00:00Z,Week 1,LEC,111997906552170228,normal,Team Vitality,VIT,1,Team BDS,BDS,0,bestOf_1,"[['111997906552170229', [{'parameter': 'En21qGcsjlk'}, {'parameter': 'zEeS0KhvPQU'}]]]"
2024-03-10T17:00:00Z,Week 1,LEC,111997906552104644,normal,Team Heretics,TH,1,Rogue,RGE,0,bestOf_1,"[['111997906552104645', [{'parameter': '6n8spYy2E24'}, {'parameter': 'eDEzSzDSCmg'}]]]"
2024-03-10T18:00:00Z,Week 1,LEC,111997906552170218,normal,Fnatic,FNC,1,Karmine Corp,KC,0,bestOf_1,"[['111997906552170219', [{'parameter': '4vAAN7u455A'}, {'parameter': 'aYvjhrVaQsk'}]]]"
2024-03-10T19:00:00Z,Week 1,LEC,111997906552170236,normal,GIANTX,GX,0,SK Gaming,SK,1,bestOf_1,"[['111997906552170237', [{'parameter': 'uVOuWzl5pE0'}, {'parameter': 'x27llL7fkno'}]]]"
2024-03-10T20:00:00Z,Week 1,LEC,111997906552104662,normal,MAD Lions KOI,MDK,0,G2 Esports,G2,1,bestOf_1,"[['111997906552104663', [{'parameter': '-Eo7gtqhzXY'}, {'parameter': '8xEx-EfuvSg'}]]]"
2024-03-11T16:00:00Z,Week 1,LEC,111997906552104640,normal,Rogue,RGE,0,Team BDS,BDS,1,bestOf_1,"[['111997906552104641', [{'parameter': 'v2_5vho7bX4'}, {'parameter': 'Hl15wDOFg-A'}]]]"
2024-03-11T17:00:00Z,Week 1,LEC,111997906552170256,normal,SK Gaming,SK,1,Team Vitality,VIT,0,bestOf_1,"[['111997906552170257', [{'parameter': 'jOMopW9u2dU'}, {'parameter': '0cgvdsvu6XI'}]]]"
2024-03-11T18:00:00Z,Week 1,LEC,111997906552170234,normal,GIANTX,GX,1,MAD Lions KOI,MDK,0,bestOf_1,"[['111997906552170235', [{'parameter': 'MEmgQLSoIsc'}, {'parameter': '-3RLGjU8UOc'}]]]"
2024-03-11T19:00:00Z,Week 1,LEC,111997906552170248,normal,Team Heretics,TH,1,Fnatic,FNC,0,bestOf_1,"[['111997906552170249', [{'parameter': 'tjuqLLOjA0Q'}, {'parameter': 'QwfGsPVmXOY'}]]]"
2024-03-11T20:00:00Z,Week 1,LEC,111997906552104654,normal,G2 Esports,G2,1,Karmine Corp,KC,0,bestOf_1,"[['111997906552104655', [{'parameter': '1qejug4iRgg'}, {'parameter': 'cVSRY3wkMII'}]]]"
2024-03-16T16:00:00Z,Week 2,LEC,111997906552170226,normal,SK Gaming,SK,0,Team BDS,BDS,1,bestOf_1,"[['111997906552170227', [{'parameter': '6I8ildGUkzA'}, {'parameter': 'SagGohZrKXs'}]]]"
2024-03-16T16:45:00Z,Week 2,LEC,111997906552170240,normal,GIANTX,GX,0,Fnatic,FNC,1,bestOf_1,"[['111997906552170241', [{'parameter': 'agPyCGzKY88'}, {'parameter': 'Sr3EqOIzVA4'}]]]"
2024-03-16T17:30:00Z,Week 2,LEC,111997906552104660,normal,G2 Esports,G2,1,Team Heretics,TH,0,bestOf_1,"[['111997906552104661', [{'parameter': '9hC95EzG_UE'}, {'parameter': 'VXCIT7Ocw9w'}]]]"
2024-03-16T18:15:00Z,Week 2,LEC,111997906552170252,normal,MAD Lions KOI,MDK,0,Team Vitality,VIT,1,bestOf_1,"[['111997906552170253', [{'parameter': '4doUDVAzfN4'}, {'parameter': 'cTDbjk3Q34U'}]]]"
2024-03-16T19:00:00Z,Week 2,LEC,111997906552104638,normal,Karmine Corp,KC,0,Rogue,RGE,1,bestOf_1,"[['111997906552104639', [{'parameter': 'wvrQpFkfBAE'}, {'parameter': 'xmryq9WDTOY'}]]]"
2024-03-17T16:00:00Z,Week 2,LEC,111997906552170220,normal,GIANTX,GX,0,Team BDS,BDS,1,bestOf_1,"[['111997906552170221', [{'parameter': '7hZQbbe7HOg'}, {'parameter': 'NBRmrEowgDw'}]]]"
2024-03-17T16:45:00Z,Week 2,LEC,111997906552104650,normal,Rogue,RGE,0,Team Vitality,VIT,1,bestOf_1,"[['111997906552104651', [{'parameter': '_7A6dxLVb1Y'}, {'parameter': 'wjpcjZZOrMI'}]]]"
2024-03-17T17:30:00Z,Week 2,LEC,111997906552170212,normal,MAD Lions KOI,MDK,0,Karmine Corp,KC,1,bestOf_1,"[['111997906552170213', [{'parameter': 'kWots5UUAho'}, {'parameter': 'uSbTWoKzKdA'}]]]"
2024-03-17T18:15:00Z,Week 2,LEC,111997906552170244,normal,Team Heretics,TH,1,SK Gaming,SK,0,bestOf_1,"[['111997906552170245', [{'parameter': 'afYz85v25g0'}, {'parameter': 'U4-8-F7p82o'}]]]"
2024-03-17T19:00:00Z,Week 2,LEC,111997906552104668,normal,Fnatic,FNC,1,G2 Esports,G2,0,bestOf_1,"[['111997906552104669', [{'parameter': 'DiguuTkNhCQ'}, {'parameter': 'w-T7Mq5vn90'}]]]"
2024-03-18T16:00:00Z,Week 2,LEC,111997906552170222,normal,Team BDS,BDS,0,Team Heretics,TH,1,bestOf_1,"[['111997906552170223', [{'parameter': 'IF7lBK3axp4'}, {'parameter': 'K5D9dIXhoSI'}]]]"
2024-03-18T16:45:00Z,Week 2,LEC,111997906552170260,normal,Team Vitality,VIT,0,Fnatic,FNC,1,bestOf_1,"[['111997906552170261', [{'parameter': 'SLmW9S6kkiM'}, {'parameter': 'l66jW0aU6nM'}]]]"
2024-03-18T17:30:00Z,Week 2,LEC,111997906552104658,normal,G2 Esports,G2,1,GIANTX,GX,0,bestOf_1,"[['111997906552104659', [{'parameter': '3lC3EYe6ToA'}, {'parameter': 'ckydLKfeNQI'}]]]"
2024-03-18T18:15:00Z,Week 2,LEC,111997906552104646,normal,Rogue,RGE,0,MAD Lions KOI,MDK,1,bestOf_1,"[['111997906552104647', [{'parameter': 'LWzSyYJaYQs'}, {'parameter': 'h9n-6kXlfqs'}]]]"
2024-03-18T19:00:00Z,Week 2,LEC,111997906552170214,normal,SK Gaming,SK,1,Karmine Corp,KC,0,bestOf_1,"[['111997906552170215', [{'parameter': 'Rdq_5fu3a2A'}, {'parameter': '2xJ_3781hAU'}]]]"
2024-03-22T16:00:00Z,Week 3,LEC,111997906552104642,normal,GIANTX,GX,1,Rogue,RGE,0,bestOf_1,"[['111997906552104643', [{'parameter': 'jXkT6VknbLQ'}, {'parameter': 'EO1683q_850'}]]]"
2024-03-22T16:45:00Z,Week 3,LEC,111997906552170230,normal,Team BDS,BDS,1,Fnatic,FNC,0,bestOf_1,"[['111997906552170231', [{'parameter': 'rWPKnHGhFPs'}, {'parameter': '5Cq9P8BA_to'}]]]"
2024-03-22T17:30:00Z,Week 3,LEC,111997906552104664,normal,G2 Esports,G2,1,SK Gaming,SK,0,bestOf_1,"[['111997906552104665', [{'parameter': 'EIBS2_MBFUM'}, {'parameter': 'pvz_ZeUgZD8'}]]]"
2024-03-22T18:15:00Z,Week 3,LEC,111997906552170242,normal,MAD Lions KOI,MDK,0,Team Heretics,TH,1,bestOf_1,"[['111997906552170243', [{'parameter': 'ZX2OQ6DVRP8'}, {'parameter': 'MN2PbR9jy6w'}]]]"
2024-03-22T19:00:00Z,Week 3,LEC,111997906552170216,normal,Team Vitality,VIT,1,Karmine Corp,KC,0,bestOf_1,"[['111997906552170217', [{'parameter': 'lLMsbYqUeBk'}, {'parameter': 'pa6r3W0RceI'}]]]"
2024-03-23T16:00:00Z,Week 3,LEC,111997906552170258,normal,SK Gaming,SK,0,Fnatic,FNC,1,bestOf_1,"[['111997906552170259', [{'parameter': 'Zx9hXYu4QOw'}, {'parameter': 'pNeZotww20I'}]]]"
2024-03-23T16:45:00Z,Week 3,LEC,111997906552170238,normal,Team Vitality,VIT,0,GIANTX,GX,1,bestOf_1,"[['111997906552170239', [{'parameter': 'JtO_1AnI604'}, {'parameter': '4KHsMuac2g4'}]]]"
2024-03-23T17:30:00Z,Week 3,LEC,111997906552170224,normal,Team BDS,BDS,0,MAD Lions KOI,MDK,1,bestOf_1,"[['111997906552170225', [{'parameter': '8s8rud6SiFc'}, {'parameter': 'm2Ac8_wZGS8'}]]]"
2024-03-23T18:15:00Z,Week 3,LEC,111997906552039100,normal,Rogue,RGE,1,G2 Esports,G2,0,bestOf_1,"[['111997906552039101', [{'parameter': 'LKbuT5qEblw'}, {'parameter': 'x4xZCywV6sU'}]]]"
2024-03-23T19:00:00Z,Week 3,LEC,111997906552104674,normal,Karmine Corp,KC,0,Team Heretics,TH,1,bestOf_1,"[['111997906552104675', [{'parameter': 'Xurg850ppHY'}, {'parameter': 'FnSMhWlifnE'}]]]"
2024-03-25T16:00:00Z,Week 3,LEC,111997906552170232,normal,Team Heretics,TH,0,GIANTX,GX,1,bestOf_1,"[['111997906552170233', [{'parameter': 'yUT5_qhma3Q'}, {'parameter': 'phiz_QKgQpA'}]]]"
2024-03-25T16:45:00Z,Week 3,LEC,111997906552104648,normal,Rogue,RGE,1,SK Gaming,SK,0,bestOf_1,"[['111997906552104649', [{'parameter': 'HcsaMGuy7Pk'}, {'parameter': 'xyOKxVihE-A'}]]]"
2024-03-25T17:30:00Z,Week 3,LEC,111997906552170254,normal,Fnatic,FNC,0,MAD Lions KOI,MDK,1,bestOf_1,"[['111997906552170255', [{'parameter': 'iVeAUu1lXps'}, {'parameter': 'LjCFmlY782w'}]]]"
2024-03-25T18:15:00Z,Week 3,LEC,111997906552104666,normal,G2 Esports,G2,0,Team Vitality,VIT,1,bestOf_1,"[['111997906552104667', [{'parameter': 'l6v1ZWJXyDQ'}, {'parameter': 'rcZabHSAc2U'}]]]"
2024-03-25T19:00:00Z,Week 3,LEC,111997906552104670,normal,Karmine Corp,KC,0,Team BDS,BDS,1,bestOf_1,"[['111997906552104671', [{'parameter': '0v3gTfHYIYQ'}, {'parameter': 'UWkHqHPUmj4'}]]]"
2024-03-25T19:45:00Z,Week 3,LEC,112158029082863928,tiebreaker,Rogue,RGE,0,SK Gaming,SK,1,bestOf_1,"[['112158029082863929', [{'parameter': 'WNsL8uo9jLY'}, {'parameter': '0BQQg_zhP4U'}]]]"
2024-03-30T16:00:00Z,playoffs,LEC,111997906552170270,normal,Team Vitality,VIT,2,SK Gaming,SK,1,bestOf_3,"[['111997906552170271', [{'parameter': '6Rq9XmSHflo'}, {'parameter': '6nPiYh556yc'}]], ['111997906552170272', [{'parameter': 'BsONF-9Dzh8'}, {'parameter': 'ORl9v6sQk0w'}]], ['111997906552170273', [{'parameter': 'AJD9UjO9OiM'}, {'parameter': 'hli8MTdaEu4'}]]]"
2024-03-30T19:00:00Z,playoffs,LEC,111997906552170262,normal,Fnatic,FNC,2,GIANTX,GX,0,bestOf_3,"[['111997906552170263', [{'parameter': 'pK7ExR4AB-A'}, {'parameter': '5Ik8bSyX0Y0'}]], ['111997906552170264', [{'parameter': 'pQasPoqVzp4'}, {'parameter': 'MFRUQoPZ8jQ'}]], ['111997906552170265', []]]"
2024-03-31T15:00:00Z,playoffs,LEC,111997906552170274,normal,Team Heretics,TH,0,Team BDS,BDS,2,bestOf_3,"[['111997906552170275', [{'parameter': 'X_ZneNqfm14'}, {'parameter': 'NC4x8q1D9TY'}]], ['111997906552170276', [{'parameter': 'Jai9xWKCTzc'}, {'parameter': 'TdWoGH54z_M'}]], ['111997906552170277', []]]"
2024-03-31T18:00:00Z,playoffs,LEC,111997906552170266,normal,G2 Esports,G2,2,MAD Lions KOI,MDK,0,bestOf_3,"[['111997906552170267', [{'parameter': 'IdKWCtmRSkw'}, {'parameter': 'WuFEBNoE840'}]], ['111997906552170268', [{'parameter': '9amcJ2EQsbY'}, {'parameter': 'Z7tsJA3eKas'}]], ['111997906552170269', []]]"
2024-04-01T15:00:00Z,playoffs,LEC,111997906552170282,normal,Team Vitality,VIT,1,Team BDS,BDS,2,bestOf_3,"[['111997906552170283', [{'parameter': 'nSh2evnEFjc'}, {'parameter': 'dAqWUUqyxW8'}]], ['111997906552170284', [{'parameter': 'WvyvyrG3k2s'}, {'parameter': 'BHgc6sSVyps'}]], ['111997906552170285', [{'parameter': 'GYsNzWkWbGM'}, {'parameter': 'ZrdmmjqANPU'}]]]"
2024-04-01T18:00:00Z,playoffs,LEC,111997906552170278,normal,Fnatic,FNC,0,G2 Esports,G2,2,bestOf_3,"[['111997906552170279', [{'parameter': 'Kf1Mtj0RyRk'}, {'parameter': '59KAvAyvQes'}]], ['111997906552170280', [{'parameter': '7KC57mFdLtY'}, {'parameter': '8Sg08SgPDrU'}]], ['111997906552170281', []]]"
2024-04-02T15:00:00Z,playoffs,LEC,111997906552170290,normal,Team Heretics,TH,2,SK Gaming,SK,1,bestOf_3,"[['111997906552170291', [{'parameter': 'o4Iaa5Ua_Ps'}, {'parameter': 'zGZV2-G0_h4'}]], ['111997906552170292', [{'parameter': 'yzm0DmbQBYE'}, {'parameter': 'xo5oGdrfgIw'}]], ['111997906552170293', [{'parameter': 'JW_hp5f71ls'}, {'parameter': 'GM9CNiTxI-w'}]]]"
2024-04-02T18:00:00Z,playoffs,LEC,111997906552170286,normal,GIANTX,GX,1,MAD Lions KOI,MDK,2,bestOf_3,"[['111997906552170287', [{'parameter': 'oQEXmo6YkTY'}, {'parameter': 'UcpAWSazBgk'}]], ['111997906552170288', [{'parameter': 'ykWHs9LgpKY'}, {'parameter': 'zoOHo616RaU'}]], ['111997906552170289', [{'parameter': '_FbO2x1GYxY'}, {'parameter': 'WrTEpL1om2g'}]]]"
2024-04-06T15:00:00Z,playoffs,LEC,111997906552170298,normal,Fnatic,FNC,2,Team Heretics,TH,1,bestOf_3,"[['111997906552170299', [{'parameter': 'moA5_K6j1D8'}, {'parameter': '_ogEgtgOs2M'}]], ['111997906552170300', [{'parameter': 'GpLH99oJ7cA'}, {'parameter': 'IaDM2TJgpnU'}]], ['111997906552170301', [{'parameter': '96IbsF7Bbxo'}, {'parameter': 'vSM9K_QnzCA'}]]]"
2024-04-06T17:00:00Z,playoffs,LEC,111997906552170294,normal,Team Vitality,VIT,2,MAD Lions KOI,MDK,0,bestOf_3,"[['111997906552170295', [{'parameter': 'qYDKy_izAgU'}, {'parameter': 'GWLPkfSHfWQ'}]], ['111997906552170296', [{'parameter': 'AAHsGPqTKnc'}, {'parameter': 'A1c0DTpopyw'}]], ['111997906552170297', []]]"
2024-04-07T15:00:00Z,playoffs,LEC,111997906552170302,normal,G2 Esports,G2,3,Team BDS,BDS,1,bestOf_5,"[['111997906552170303', [{'parameter': 'oua3O_3LkJ4'}, {'parameter': 'Tp8KNaE9x38'}]], ['111997906552170304', [{'parameter': 'hp-dqnSylK0'}, {'parameter': 'Y2QDEy-qhdE'}]], ['111997906552170305', [{'parameter': 'm7QIX_GBpTw'}, {'parameter': 'jy8l7yCkE0I'}]], ['111997906552170306', [{'parameter': 'URRhCpvipGc'}, {'parameter': '98gDPXKJWLI'}]], ['111997906552170307', []]]"
2024-04-08T15:00:00Z,playoffs,LEC,111997906552170308,normal,Fnatic,FNC,3,Team Vitality,VIT,1,bestOf_5,"[['111997906552170309', [{'parameter': 'nKEoRGpbvU4'}]], ['111997906552170310', [{'parameter': '9HxoexXRChE'}]], ['111997906552170311', [{'parameter': 'KyJyRxW3U4Y'}]], ['111997906552170312', [{'parameter': 'NLYXepaCtSI'}]], ['111997906552170313', []]]"
2024-04-13T15:00:00Z,playoffs,LEC,111997906552170314,normal,Team BDS,BDS,2,Fnatic,FNC,3,bestOf_5,"[['111997906552170315', [{'parameter': 'rCYwYNZ_M6Q'}, {'parameter': 'tSmBFvUmXT0'}]], ['111997906552170316', [{'parameter': 'qU1SCWgdj6g'}, {'parameter': '8zmWNoW_9HM'}]], ['111997906552170317', [{'parameter': 'TOCUTUrbqVY'}, {'parameter': 'vYza1ekhi-Y'}]], ['111997906552170318', [{'parameter': 'AexZ-SbMbXw'}, {'parameter': 'qr0GhGIfhGk'}]], ['111997906552170319', [{'parameter': 'antUwDp0sbU'}, {'parameter': 'Nzr7Y1494h0'}]]]"
2024-04-14T15:00:00Z,Finals,LEC,111997906552170320,normal,G2 Esports,G2,3,Fnatic,FNC,1,bestOf_5,"[['111997906552170321', [{'parameter': '03L5lXts9wQ'}, {'parameter': 'R19CP8IbJNc'}]], ['111997906552170322', [{'parameter': '5VKyBnNrs0k'}, {'parameter': 'dRV1VBS5G-A'}]], ['111997906552170323', [{'parameter': 'LHf7gN0wfXY'}, {'parameter': '7Bi4OJEXkRI'}]], ['111997906552170324', [{'parameter': 'gmm2gBZE5oI'}, {'parameter': 'byBtxjvPw-c'}]], ['111997906552170325', []]]"
2024-01-13T16:00:00Z,Week 1,LEC,111560983140182304,normal,Team BDS,BDS,0,G2 Esports,G2,1,bestOf_1,"[['111560983140247841', [{'parameter': 'LT5lGVm8QzU'}, {'parameter': 'G-cjA5nc8eE'}]]]"
2024-01-13T17:00:00Z,Week 1,LEC,111560983140182296,normal,Rogue,RGE,0,SK Gaming,SK,1,bestOf_1,"[['111560983140182297', [{'parameter': '5Crh6tWVnGg'}, {'parameter': 'JOINKqYQNuA'}]]]"
2024-01-13T18:00:00Z,Week 1,LEC,111560983140247866,normal,Karmine Corp,KC,0,Fnatic,FNC,1,bestOf_1,"[['111560983140247867', [{'parameter': 'WMWcd-MfnHQ'}, {'parameter': '6fYk55LSJyQ'}]]]"
2024-01-13T19:00:00Z,Week 1,LEC,111560983140247886,normal,Team Vitality,VIT,0,GIANTX,GX,1,bestOf_1,"[['111560983140247887', [{'parameter': 'XuuPHEm_5No'}, {'parameter': 'gudzB1Snm5w'}]]]"
2024-01-13T20:00:00Z,Week 1,LEC,111560983140247890,normal,MAD Lions KOI,MDK,1,Team Heretics,TH,0,bestOf_1,"[['111560983140247891', [{'parameter': '2K5Csc3kzSo'}, {'parameter': 'Rpnk7dJOyug'}]]]"
2024-01-14T16:00:00Z,Week 1,LEC,111560983140247868,normal,GIANTX,GX,0,Team BDS,BDS,1,bestOf_1,"[['111560983140247869', [{'parameter': 'j_dDZZOcHmQ'}, {'parameter': 'B4_B5LMnGqU'}]]]"
2024-01-14T17:00:00Z,Week 1,LEC,111560983140247898,normal,MAD Lions KOI,MDK,0,SK Gaming,SK,1,bestOf_1,"[['111560983140247899', [{'parameter': 'elvac__c7Qk'}, {'parameter': 'Ryu732A6B7Y'}]]]"
2024-01-14T18:00:00Z,Week 1,LEC,111560983140182302,normal,G2 Esports,G2,1,Karmine Corp,KC,0,bestOf_1,"[['111560983140182303', [{'parameter': '3_-Q_k8ktlM'}, {'parameter': 'nS0DtGAp-DI'}]]]"
2024-01-14T19:00:00Z,Week 1,LEC,111560983140247908,normal,Fnatic,FNC,1,Team Vitality,VIT,0,bestOf_1,"[['111560983140247909', [{'parameter': 'vlkRHUJMgj4'}, {'parameter': 'vqQxopi3xxY'}]]]"
2024-01-14T20:00:00Z,Week 1,LEC,111560983140182292,normal,Rogue,RGE,0,Team Heretics,TH,1,bestOf_1,"[['111560983140182293', [{'parameter': 'qQ1dMP9T2iA'}, {'parameter': 'Qzzl1iFXT90'}]]]"
2024-01-15T16:00:00Z,Week 1,LEC,111560983140247876,normal,Team Vitality,VIT,0,Team BDS,BDS,1,bestOf_1,"[['111560983140247877', [{'parameter': 'dp4mZzOqPAM'}, {'parameter': '1hF9xisDRnY'}]]]"
2024-01-15T17:00:00Z,Week 1,LEC,111560983140116748,normal,G2 Esports,G2,0,Rogue,RGE,1,bestOf_1,"[['111560983140182285', [{'parameter': 'tKApMf8AFfA'}, {'parameter': 'TkydWlo62jk'}]]]"
2024-01-15T18:00:00Z,Week 1,LEC,111560983140247880,normal,Team Heretics,TH,1,GIANTX,GX,0,bestOf_1,"[['111560983140247881', [{'parameter': 'SlozK6x_7ro'}, {'parameter': 'nUA4A9NlHBo'}]]]"
2024-01-15T19:00:00Z,Week 1,LEC,111560983140247860,normal,Karmine Corp,KC,0,MAD Lions KOI,MDK,1,bestOf_1,"[['111560983140247861', [{'parameter': 'RXujuqs3I1k'}, {'parameter': 'Du3Jlui1cFY'}]]]"
2024-01-15T20:00:00Z,Week 1,LEC,111560983140247906,normal,SK Gaming,SK,1,Fnatic,FNC,0,bestOf_1,"[['111560983140247907', [{'parameter': 'pxd_P6ju-24'}, {'parameter': 'XwnAkFRH5ho'}]]]"
2024-01-20T16:00:00Z,Week 2,LEC,111560983140182298,normal,Team Vitality,VIT,1,Rogue,RGE,0,bestOf_1,"[['111560983140182299', [{'parameter': 'aagKkKWRBzw'}, {'parameter': '4a-x69i4GXQ'}]]]"
2024-01-20T17:00:00Z,Week 2,LEC,111560983140247892,normal,Team Heretics,TH,1,SK Gaming,SK,0,bestOf_1,"[['111560983140247893', [{'parameter': 'k4CzwWZnwLA'}, {'parameter': '2jdae4rOumk'}]]]"
2024-01-20T18:00:00Z,Week 2,LEC,111560983140247846,normal,G2 Esports,G2,1,MAD Lions KOI,MDK,0,bestOf_1,"[['111560983140247847', [{'parameter': 'Mjs7sWlGVFk'}, {'parameter': 'FE3OtPe2lK8'}]]]"
2024-01-20T19:00:00Z,Week 2,LEC,111560983140247878,normal,Team BDS,BDS,1,Fnatic,FNC,0,bestOf_1,"[['111560983140247879', [{'parameter': '8u8D0H0ckIQ'}, {'parameter': 'twGMX58Yx30'}]]]"
2024-01-20T20:00:00Z,Week 2,LEC,111560983140247856,normal,Karmine Corp,KC,0,GIANTX,GX,1,bestOf_1,"[['111560983140247857', [{'parameter': '7z6wrUWEq9A'}, {'parameter': 'tTMCT-NtYSs'}]]]"
2024-01-21T16:00:00Z,Week 2,LEC,111560983140247872,normal,MAD Lions KOI,MDK,0,Team BDS,BDS,1,bestOf_1,"[['111560983140247873', [{'parameter': 'khcjgdtssMA'}, {'parameter': 'KTNIgslvWh8'}]]]"
2024-01-21T17:00:00Z,Week 2,LEC,111560983140182300,normal,Rogue,RGE,0,Fnatic,FNC,1,bestOf_1,"[['111560983140182301', [{'parameter': 'p2W4o8H5UIA'}, {'parameter': '7pcSCNksL10'}]]]"
2024-01-21T18:00:00Z,Week 2,LEC,111560983140247844,normal,G2 Esports,G2,1,Team Heretics,TH,0,bestOf_1,"[['111560983140247845', [{'parameter': 'cUkAhnsWLHI'}, {'parameter': '9LjF2OPgQmk'}]]]"
2024-01-21T19:00:00Z,Week 2,LEC,111560983140247884,normal,GIANTX,GX,0,SK Gaming,SK,1,bestOf_1,"[['111560983140247885', [{'parameter': 'YR_oIWKumB8'}, {'parameter': 'bFCcABnW4lM'}]]]"
2024-01-21T20:00:00Z,Week 2,LEC,111560983140247864,normal,Karmine Corp,KC,0,Team Vitality,VIT,1,bestOf_1,"[['111560983140247865', [{'parameter': 'YhauKLI3t6Q'}, {'parameter': 'IAYUypL1Ztw'}]]]"
2024-01-22T16:00:00Z,Week 2,LEC,111560983140247874,normal,SK Gaming,SK,0,Team BDS,BDS,1,bestOf_1,"[['111560983140247875', [{'parameter': 'hhiUp4hu44k'}, {'parameter': 'pjrl-t9BzPY'}]]]"
2024-01-22T17:00:00Z,Week 2,LEC,111560983140247888,normal,Fnatic,FNC,1,GIANTX,GX,0,bestOf_1,"[['111560983140247889', [{'parameter': 'oHlvy9Jfq3c'}, {'parameter': 'xd-lnjdnLcQ'}]]]"
2024-01-22T18:00:00Z,Week 2,LEC,111560983140182294,normal,MAD Lions KOI,MDK,1,Rogue,RGE,0,bestOf_1,"[['111560983140182295', [{'parameter': 'UuEtiwyGSag'}, {'parameter': 'xw9q6DzsbFk'}]]]"
2024-01-22T19:00:00Z,Week 2,LEC,111560983140247850,normal,Team Vitality,VIT,1,G2 Esports,G2,0,bestOf_1,"[['111560983140247851', [{'parameter': 'NdbXnBDMmJA'}, {'parameter': 'A-lEo464zaA'}]]]"
2024-01-22T20:00:00Z,Week 2,LEC,111560983140247858,normal,Team Heretics,TH,1,Karmine Corp,KC,0,bestOf_1,"[['111560983140247859', [{'parameter': 'ry2MAal0Qwc'}, {'parameter': 'p0cdAn-vdeU'}]]]"
2024-01-27T16:00:00Z,Week 3,LEC,111560983140247870,normal,Team BDS,BDS,1,Team Heretics,TH,0,bestOf_1,"[['111560983140247871', [{'parameter': 'vZYNG_wEqxs'}, {'parameter': 'fDCJyMz5LD8'}]]]"
2024-01-27T17:00:00Z,Week 3,LEC,111560983140247904,normal,SK Gaming,SK,1,Team Vitality,VIT,0,bestOf_1,"[['111560983140247905', [{'parameter': 'Q8P1xiZ9DDQ'}, {'parameter': 'wPzLDbpVnnY'}]]]"
2024-01-27T18:00:00Z,Week 3,LEC,111560983140247902,normal,MAD Lions KOI,MDK,1,Fnatic,FNC,0,bestOf_1,"[['111560983140247903', [{'parameter': 'lWPb8_lUPrs'}, {'parameter': 'JWW5ncZhc6s'}]]]"
2024-01-27T19:00:00Z,Week 3,LEC,111560983140247842,normal,G2 Esports,G2,1,GIANTX,GX,0,bestOf_1,"[['111560983140247843', [{'parameter': '88jkT7lCdyY'}, {'parameter': 'yaVcCXcZ19g'}]]]"
2024-01-27T20:00:00Z,Week 3,LEC,111560983140182286,normal,Rogue,RGE,1,Karmine Corp,KC,0,bestOf_1,"[['111560983140182287', [{'parameter': 'r3S4iLR59nE'}, {'parameter': 'dceNQ5nryqw'}]]]"
2024-01-28T16:00:00Z,Week 3,LEC,111560983140247894,normal,Team Heretics,TH,0,Team Vitality,VIT,1,bestOf_1,"[['111560983140247895', [{'parameter': 'SVTqKhY_tHs'}, {'parameter': '8tFrTsisXC8'}]]]"
2024-01-28T17:00:00Z,Week 3,LEC,111560983140182288,normal,Rogue,RGE,0,Team BDS,BDS,1,bestOf_1,"[['111560983140182289', [{'parameter': 'vOAVc-bOqAk'}, {'parameter': 'YjRh6YPz8OE'}]]]"
2024-01-28T18:00:00Z,Week 3,LEC,111560983140247852,normal,Fnatic,FNC,0,G2 Esports,G2,1,bestOf_1,"[['111560983140247853', [{'parameter': 'siuwBabWeaE'}, {'parameter': 'rpdTzdxsw1k'}]]]"
2024-01-28T19:00:00Z,Week 3,LEC,111560983140247882,normal,GIANTX,GX,1,MAD Lions KOI,MDK,0,bestOf_1,"[['111560983140247883', [{'parameter': 'VwmLwti2jZA'}, {'parameter': 'JyqWC-8LrFM'}]]]"
2024-01-28T20:00:00Z,Week 3,LEC,111560983140247862,normal,Karmine Corp,KC,1,SK Gaming,SK,0,bestOf_1,"[['111560983140247863', [{'parameter': 'mYfnrbGGQfY'}, {'parameter': 'LkWIe8UWjnc'}]]]"
